,section,byline,title,abstract,class,print_page,pub_date,type_of_material,class_le,byline_le,section_le,type_of_material_le,title_clean,abstract_clean,title_vec_avg,abstract_vec_avg,title_len,abstract_len,capital_letters,title_punct_num,abstract_punct_num,title_!,abstract_!,title_?,abstract_?,authors_num,coauthors,sections_grouped,title_ner,title_ner_type,ners_num,ner_GPE,ner_PERSON,ner_ORG,ner_MONEY,ner_NORP,pub_day_of_week,title_sentiment,abstract_sentiment,countries
1523,Sports,Bill Pennington,"Tommy Fleetwood Loses His Beard, Finds a Place Atop the Leaderboard","“It was break some golf clubs or shave my beard,” Fleetwood, the English golfer, said of his recent struggles on the PGA Tour. “I went for the beard.”",all,9.0,2022-03-11 02:12:09+00:00,News,0,102.0,20.0,2.0,"tommy fleetwood loses beard, finds place atop leaderboard","“it break golf clubs shave beard,” fleetwood, english golfer, said recent struggles pga tour. “i went beard.”",-0.01661732,-0.01983919,11,28,9,1,5,0,0,0,0,1,0,1,['Tommy Fleetwood Loses'],['PERSON'],1,0.0,1.0,0.0,0.0,0.0,4.0,-0.3182,-0.3612,[]
370,U.S.,Eduardo Medina,"Former Police Chief Faked Death to Evade Charges, Officials Say","William Anthony Spivey, who resigned last year as the Chadbourn, N.C., police chief after a misconduct investigation, has been charged with more than 70 felonies, the authorities said.",all,0.0,2022-03-01 23:19:28+00:00,News,0,215.0,28.0,2.0,"former police chief faked death evade charges, officials say","william anthony spivey, resigned last year chadbourn, n.c., police chief misconduct investigation, charged 70 felonies, authorities said.",-0.009773955,-0.0061137867,10,28,9,1,8,0,0,0,0,1,0,6,[],[],0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7184,-0.7624,[]
1875,Movies,Jason Bailey,Stream These 8 Great Performances by William Hurt,"A four-time Oscar nominee, the actor played charming, explosive leading men in 1980s classics like “Children of a Lesser God” and “Broadcast News.”",all,2.0,2022-03-14 15:24:58+00:00,News,0,325.0,12.0,2.0,stream 8 great performances william hurt,"four-time oscar nominee, actor played charming, explosive leading men 1980s classics like “children lesser god” “broadcast news.”",-0.007381193,-0.013867439,8,23,6,0,4,0,0,0,0,1,0,1,['William Hurt'],['PERSON'],1,0.0,1.0,0.0,0.0,0.0,0.0,0.1779,0.8271,[]
509,Business Day,Ana Swanson,The U.S. extends technology restrictions to Belarus and the Russian oil industry.,The Biden administration said the measures would degrade the ability to wage war on Ukraine and would prevent Belarus from channeling forbidden goods to Russia.,all,0.0,2022-03-02 21:31:36+00:00,News,0,48.0,4.0,2.0,u.s. extends technology restrictions belarus russian oil industry.,biden administration said measures would degrade ability wage war ukraine would prevent belarus channeling forbidden goods russia.,-0.007481132,-0.005428157,12,25,5,3,1,0,0,0,0,1,0,4,"['U.S.', 'Belarus', 'Russian']","['GPE', 'GPE', 'NORP']",3,1.0,0.0,0.0,0.0,0.0,2.0,0.128,-0.802,"['U.S.', 'Belarus']"
1767,Podcasts,"Rozina Ali, Jack D'Isidoro, Aaron Esposito, John Woo, Daniel Powell and Zachary Mouton",The Sunday Read: ‘What Rashida Tlaib Represents’,She changed the Israeli-Palestinian debate in Congress by reminding her colleagues of the human stakes. It’s a burden she would rather not carry.,all,0.0,2022-03-13 10:00:08+00:00,News,0,628.0,16.0,2.0,sunday read: ‘what rashida tlaib represents’,changed israeli-palestinian debate congress reminding colleagues human stakes. it’s burden would rather carry.,-0.011611397,-0.0038108414,7,23,7,1,3,0,0,0,0,5,1,7,"['Sunday', 'Rashida Tlaib Represents']","['DATE', 'PERSON']",2,0.0,0.0,0.0,0.0,0.0,6.0,0.0,-0.4404,[]
3438,New York,Karen Zraick and Ashley Wong,‘High-Rise Hell’: N.Y.C. Skyscraper’s Elevator Breakdowns Strand Tenants,A luxury residential building in the financial district with more than 750 apartments has been experiencing lengthy elevator outages since the fall.,all,1.0,2022-03-28 09:00:23+00:00,News,0,395.0,13.0,2.0,‘high-rise hell’: n.y.c. skyscraper’s elevator breakdowns strand tenants,luxury residential building financial district 750 apartments experiencing lengthy elevator outages since fall.,-0.002558075,0.0076286104,8,22,11,5,1,0,0,0,0,1,0,6,['N.Y.C. Skyscraper’s'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[]
813,World,Damien Cave,The War in Ukraine Holds a Warning for the World Order,The multinational response shows that liberalism has some life left. But the challenges posed by waning U.S. power and rising authoritarianism remain formidable.,all,12.0,2022-03-04 19:30:02+00:00,News,0,172.0,30.0,2.0,war ukraine holds warning world order,multinational response shows liberalism life left. challenges posed waning u.s. power rising authoritarianism remain formidable.,-0.00122336,-0.002281316,11,23,7,0,4,0,0,0,0,1,0,5,[],[],0,0.0,0.0,0.0,0.0,0.0,4.0,-0.743,0.1154,[]
722,Style,Vincent M. Mallozzi,A Dancer and a Scientist Walk Into a Bar,"Margaret Eginton and Gregory Carmichael both liked to eat dinner alone at the bar of their favorite restaurant, until they decided they were better off together.",all,16.0,2022-03-04 05:00:09+00:00,News,0,728.0,21.0,2.0,dancer scientist walk bar,"margaret eginton gregory carmichael liked eat dinner alone bar favorite restaurant, decided better together.",-0.014481387,-0.0020241437,9,26,6,0,2,0,0,0,0,1,0,2,[],[],0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7717,[]
1606,Sports,Amy Chang Chien,Disabled Chinese Fight for Equal Rights Despite Paralympic Glory,"Outside the Games, people with disabilities in China face discrimination and a lack of opportunities. “I’ve been struggling to survive,” said one former Paralympian.",all,28.0,2022-03-11 16:06:27+00:00,News,0,45.0,20.0,2.0,disabled chinese fight equal rights despite paralympic glory,"outside games, people disabilities china face discrimination lack opportunities. “i’ve struggling survive,” said one former paralympian.",-0.0015738328,-0.016127883,9,24,8,0,4,0,0,0,0,1,0,1,['Chinese'],['NORP'],1,0.0,0.0,0.0,0.0,1.0,4.0,-0.6652,-0.3612,[]
679,U.S.,Emily Cochrane and Catie Edmondson,White House Requests $32.5 Billion for Pandemic and Ukraine Aid,The emergency spending would support the federal response to the coronavirus and provide military and humanitarian aid for Ukraine.,all,4.0,2022-03-03 22:16:18+00:00,News,0,233.0,28.0,2.0,white house requests $32.5 billion pandemic ukraine aid,emergency spending would support federal response coronavirus provide military humanitarian aid ukraine.,-0.002507445,0.002688089,10,19,7,2,1,0,0,0,0,1,0,6,"['White House', '$32.5 Billion']","['ORG', 'MONEY']",2,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0258,[]
2729,Technology,Alex V. Cipolle,How Native Americans Are Trying to Debug A.I.’s Biases,Data on Native communities are not at the levels needed for accuracy in A.I.-driven tools. A group is trying to solve that problem.,all,0.0,2022-03-22 09:00:10+00:00,News,0,21.0,23.0,2.0,native americans trying debug a.i.’s biases,data native communities levels needed accuracy a.i.-driven tools. group trying solve problem.,-0.024636783,-0.0052524195,9,23,9,2,5,0,0,0,0,1,0,3,[],[],0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2263,[]
3810,World,Chris Buckley,Australian Journalist Who Worked for Chinese Media Stands Trial in Beijing,"Cheng Lei, a former CGTN host, was detained in 2020. The Chinese authorities have accused her of divulging state secrets but offered no specifics.",all,0.0,2022-03-31 08:38:30+00:00,News,0,145.0,30.0,2.0,australian journalist worked chinese media stands trial beijing,"cheng lei, former cgtn host, detained 2020. chinese authorities accused divulging state secrets offered specifics.",-0.0065899706,-0.0004373749,11,24,9,0,4,0,0,0,0,1,0,5,"['Australian', 'Chinese', 'Beijing']","['NORP', 'NORP', 'GPE']",3,0.0,0.0,0.0,0.0,1.0,3.0,0.0,-0.6428,['Beijing']
3412,Movies,Laura Zornosa and Melena Ryzik,Billie Eilish and Finneas win their first Oscar with ‘No Time to Die.’,Their victory came for the theme song from the James Bond film of the same name. The previous two Bond themes also won Oscars.,all,0.0,2022-03-28 03:05:45+00:00,News,0,430.0,12.0,2.0,billie eilish finneas win first oscar ‘no time die.’,victory came theme song james bond film name. previous two bond themes also oscars.,-0.01402379,-0.01020675,13,24,7,1,2,0,0,0,0,1,0,1,"['Billie Eilish', 'first', 'Oscar']","['PERSON', 'ORDINAL', 'PERSON']",3,0.0,1.0,0.0,0.0,0.0,0.0,0.5859,0.5719,[]
3574,Business Day,"Andrew Ross Sorkin, Jason Karaian, Stephen Gandel, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",Inside Biden’s $5.8 Trillion Wish List,The White House’s latest budget proposal enumerates its biggest policy priorities.,all,0.0,2022-03-29 11:11:45+00:00,News,0,61.0,4.0,2.0,inside biden’s $5.8 trillion wish list,white house’s latest budget proposal enumerates biggest policy priorities.,-0.007122883,0.0034837853,6,11,5,2,1,0,0,0,0,5,1,4,"['Inside Biden’s', '$5.8 Trillion']","['PERSON', 'MONEY']",2,0.0,1.0,0.0,0.0,0.0,1.0,0.4019,0.0,[]
3597,Theater,Michael Paulson,‘Piano Lesson’ With Samuel L. Jackson Plans Fall Broadway Bow,"The revival of August Wilson’s play, directed by LaTanya Richardson Jackson, will also star Danielle Brooks and John David Washington.",all,8.0,2022-03-29 16:00:10+00:00,News,0,537.0,25.0,2.0,‘piano lesson’ samuel l. jackson plans fall broadway bow,"revival august wilson’s play, directed latanya richardson jackson, also star danielle brooks john david washington.",-0.016149178,-0.007021001,10,20,10,1,3,0,0,0,0,1,0,1,"['Samuel L. Jackson', 'Fall Broadway Bow']","['PERSON', 'FAC']",2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.34,[]
2547,Times Insider,Terence McGinley,On Cannabis in Oakland: The ‘Most Important Kind of Story That We Do’,"As equity models continue to shape recreational cannabis markets, a Times reporter checked to see how one initiative has fared. Behind an article is a network of reporting.",all,2.0,2022-03-20 09:00:08+00:00,News,0,692.0,26.0,2.0,cannabis oakland: ‘most important kind story do’,"equity models continue shape recreational cannabis markets, times reporter checked see one initiative fared. behind article network reporting.",-0.012939356,-0.003954145,13,28,11,1,3,0,0,0,0,1,0,7,['Oakland'],['GPE'],1,1.0,0.0,0.0,0.0,0.0,6.0,0.2023,0.0,['Oakland']
2463,World,"Carlotta Gall, Andrew E. Kramer, Yousur Al-Hlou, Masha Froliak, Brent McDonald, Mark Boyer and Benjamin Foley",Kyiv’s Suburbs Become Unlikely Front Line of Ukraine War,"With savage artillery exchanges, the areas on the outskirts of the capital are the scenes of seesaw battles that have stalled the Russian advance for now.",all,1.0,2022-03-18 21:09:08+00:00,News,0,126.0,30.0,2.0,kyiv’s suburbs become unlikely front line ukraine war,"savage artillery exchanges, areas outskirts capital scenes seesaw battles stalled russian advance now.",-0.00014835954,-0.0033428753,9,26,8,0,2,0,0,0,0,6,1,5,"['Kyiv’s Suburbs Become Unlikely Front Line of', 'Ukraine War']","['ORG', 'EVENT']",2,0.0,0.0,1.0,0.0,0.0,4.0,-0.5994,-0.7506,[]
1126,Opinion,Ilya Somin,How the U.S. Can Help Refugees (and Weaken Vladimir Putin),Opening our doors would ease the suffering caused by Vladimir Putin’s invasion and strengthen our position against him.,all,19.0,2022-03-08 10:00:15+00:00,Op-Ed,0,295.0,15.0,5.0,u.s. help refugees (and weaken vladimir putin),opening doors would ease suffering caused vladimir putin’s invasion strengthen position him.,0.008791691,0.0015331698,10,18,9,4,1,0,0,0,0,1,0,7,['Vladimir Putin'],['PERSON'],1,0.0,1.0,0.0,0.0,0.0,1.0,-0.0258,0.1779,[]
2528,Obituaries,Jolie Solomon,"Overlooked No More: Louise Little, Activist and Mother of Malcolm X","She fought oppression in public and private spheres, and shaped her son’s education as he evolved into a powerful thinker and speaker.",all,20.0,2022-03-19 18:45:46+00:00,Obituary (Obit),0,369.0,14.0,4.0,"overlooked more: louise little, activist mother malcolm x","fought oppression public private spheres, shaped son’s education evolved powerful thinker speaker.",-0.015610733,-0.0072395825,11,22,9,2,2,0,0,0,0,1,0,7,"['Louise Little', 'Malcolm X']","['PERSON', 'PERSON']",2,0.0,1.0,0.0,0.0,0.0,5.0,-0.3182,0.128,[]
544,World,Ada Petriczko,Philadelphia drops its mask mandate.,"As the Omicron wave continues to subside, a growing number of cities and states are relaxing their pandemic restrictions.",all,0.0,2022-03-03 00:46:14+00:00,News,0,4.0,30.0,2.0,philadelphia drops mask mandate.,"omicron wave continues subside, growing number cities states relaxing pandemic restrictions.",0.00067209563,0.0015826289,5,19,1,1,2,0,0,0,0,1,0,5,['Philadelphia'],['GPE'],1,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6369,['Philadelphia']
1302,Style,Chantel Tattoli,Are You an Astier Person?,"Over two decades, Astier de Villatte’s ceramics have quietly come to define a certain kind of taste.",all,1.0,2022-03-09 16:44:09+00:00,News,0,139.0,21.0,2.0,astier person?,"two decades, astier de villatte’s ceramics quietly come define certain kind taste.",-0.016584033,-0.003373741,5,17,4,1,2,0,0,1,0,1,0,2,[],[],0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2732,[]
1704,World,"Marc Santora, Yousur Al-Hlou and Valerie Hopkins",Here are the latest developments in Ukraine.,"LVIV, Ukraine — The war in Ukraine expanded significantly on Sunday as Russian warplanes struck a military base near the Polish border where foreign fighters including Americans were being trained. At least nine people were killed and 57 wounded, officials said.",all,0.0,2022-03-12 12:04:49+00:00,News,0,478.0,30.0,2.0,latest developments ukraine.,"lviv, ukraine — war ukraine expanded significantly sunday russian warplanes struck military base near polish border foreign fighters including americans trained. least nine people killed 57 wounded, officials said.",-0.0025511025,-0.0025600393,7,41,2,1,4,0,0,0,0,2,1,5,['Ukraine'],['GPE'],1,1.0,0.0,0.0,0.0,0.0,5.0,0.0,-0.891,['Ukraine']
1420,Movies,Amy Nicholson,‘Gold’ Review: Dry Heave,Zac Efron stars in an unrelentingly miserable post-apocalyptic movie from the Australian actor and director Anthony Hayes.,all,10.0,2022-03-10 12:00:08+00:00,Review,0,46.0,12.0,6.0,‘gold’ review: dry heave,zac efron stars unrelentingly miserable post-apocalyptic movie australian actor director anthony hayes.,-0.0125429,-0.013119131,4,17,4,1,2,0,0,0,0,1,0,1,[],[],0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.4939,[]
2521,U.S.,Charles Homans,Trucker Protest Moved by More Than Opposition to Covid Mandates,"The demonstrators camped outside Washington are rallying against Covid restrictions, but are fueled by a far broader set of right-wing grievances.",all,22.0,2022-03-19 16:00:09+00:00,News,0,140.0,28.0,2.0,trucker protest moved opposition covid mandates,"demonstrators camped outside washington rallying covid restrictions, fueled far broader set right-wing grievances.",-0.020660546,-0.004915053,10,21,8,0,3,0,0,0,0,1,0,6,[],[],0,0.0,0.0,0.0,0.0,0.0,5.0,-0.25,-0.5023,[]
3534,Business Day,David Segal,Do Russian Oligarchs Have a Secret Weapon in London’s Libel Lawyers?,How a group of attorneys worked to keep negative stories about President Vladimir Putin’s allies out of the British media for decades.,all,1.0,2022-03-29 07:00:12+00:00,News,0,200.0,4.0,2.0,russian oligarchs secret weapon london’s libel lawyers?,group attorneys worked keep negative stories president vladimir putin’s allies british media decades.,-0.010330542,-0.0035568436,11,22,9,1,1,0,0,1,0,1,0,4,"['Russian', 'London']","['NORP', 'GPE']",2,0.0,0.0,0.0,0.0,1.0,1.0,-0.296,-0.5719,['London']
678,Business Day,Richard Sandomir,"Duvall Hecht, Founder of Books on Tape, Is Dead at 91",His desire to listen to something enriching on his daily commute led him to start the company whose success made audiobooks a commercial phenomenon.,all,10.0,2022-03-03 22:14:51+00:00,Obituary (Obit),0,612.0,4.0,4.0,"duvall hecht, founder books tape, dead 91",desire listen something enriching daily commute led start company whose success made audiobooks commercial phenomenon.,-0.013272158,-0.0026148343,11,24,7,2,1,0,0,0,0,1,0,4,"['Duvall Hecht', '91']","['ORG', 'CARDINAL']",2,0.0,0.0,1.0,0.0,0.0,3.0,-0.6486,0.7506,[]
2085,Opinion,‘The Argument',Putin Is ‘High Off His Own Propaganda Supply’,Peter Pomerantsev discusses the Kremlin’s war on information.,all,0.0,2022-03-16 09:00:13+00:00,Op-Ed,0,746.0,15.0,5.0,putin ‘high propaganda supply’,peter pomerantsev discusses kremlin’s war information.,-0.010366443,-0.0016215643,8,8,8,0,1,0,0,0,0,1,0,7,['Putin'],['PERSON'],1,0.0,1.0,0.0,0.0,0.0,2.0,-0.25,-0.5994,[]
1345,T Magazine,Ellie Pithers,Cecilie Bahnsen Makes Her Paris Debut,"Last week, the Danish designer presented a collection just as romantic as the city her namesake brand was showing in for the first time.",all,0.0,2022-03-09 22:40:03+00:00,News,0,230.0,22.0,2.0,cecilie bahnsen makes paris debut,"last week, danish designer presented collection romantic city namesake brand showing first time.",-0.0073837494,-0.010568437,6,24,6,0,2,0,0,0,0,1,0,2,"['Cecilie Bahnsen', 'Paris Debut']","['PERSON', 'ORG']",2,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4019,[]
651,Science,Sabrina Imbler,"Meet the Spongy Moth, Whose Old Name Contained an Offensive Term","Having removed the pejorative name “gypsy moth” last July, the Entomological Society of America officially renamed Lymantria dispar.",all,2.0,2022-03-03 19:17:31+00:00,News,0,631.0,19.0,2.0,"meet spongy moth, whose old name contained offensive term","removed pejorative name “gypsy moth” last july, entomological society america officially renamed lymantria dispar.",-0.0058711837,-0.010682747,11,18,9,1,2,0,0,0,0,1,0,3,[],[],0,0.0,0.0,0.0,0.0,0.0,3.0,-0.4588,0.0,[]
3433,Science,Virginia Hughes,Does Social Media Make Teens Unhappy? It May Depend on Their Age.,A large study in Britain found two specific windows of adolescence when some teenagers are most sensitive to social media.,all,4.0,2022-03-28 09:00:17+00:00,News,0,729.0,19.0,2.0,social media make teens unhappy? may depend age.,large study britain found two specific windows adolescence teenagers sensitive social media.,-0.009387837,-0.007924334,12,20,11,2,1,0,0,1,0,1,0,3,['Social Media Make Teens Unhappy'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,0.0,-0.4215,0.0,[]
397,Opinion,Ezra Klein,"Biden Has the Right Idea, but the Wrong Words","A Biden doctrine is emerging, even if he got only halfway there in his State of the Union address.",all,25.0,2022-03-02 05:52:59+00:00,Op-Ed,0,259.0,15.0,5.0,"biden right idea, wrong words","biden doctrine emerging, even got halfway state union address.",-0.015710546,-0.0013729087,9,19,6,1,2,0,0,0,0,1,0,7,['Biden'],['PERSON'],1,0.0,1.0,0.0,0.0,0.0,2.0,-0.631,0.0,[]
1421,Movies,Lisa Kennedy,‘I Am Here’ Review: A Holocaust Survivor Reckons With Her Pain,"Decades after experiencing some of the most nightmarish moments of World War II, a woman shares her stories.",all,8.0,2022-03-10 12:00:09+00:00,Review,0,444.0,12.0,6.0,‘i here’ review: holocaust survivor reckons pain,"decades experiencing nightmarish moments world war ii, woman shares stories.",-0.011630985,-0.009509025,11,18,11,1,2,0,0,0,0,1,0,1,[],[],0,0.0,0.0,0.0,0.0,0.0,3.0,-0.2023,-0.4019,[]
