,section,byline,title,abstract,class,print_page,pub_date,type_of_material
2595,Technology,By Cecilia Kang,A judge throws out D.C.’s attempt to name Zuckerberg in a privacy lawsuit.,"D.C.’s attorney general had waited too long to add Mark Zuckerberg as a defendant in the suit against Meta, the judge said.",all,,2022-03-18T19:04:59+0000,News
2596,Business Day,By Ana Swanson,U.S. warns servicing or refueling some Russian-owned planes may violate trade restrictions.,"Export controls introduced in late February prohibit exporting aircraft that were made in the U.S. or use some U.S. parts to Russia, effectively grounding some international flights, the Commerce Department said.",all,,2022-03-18T19:23:43+0000,News
2597,Sports,By Christopher Clarey,"At Indian Wells, Spain’s Nadal and Alcaraz Meet in Men’s Semifinal",One is a champion many times over who is enjoying a late-career revival. The other is a newcomer overflowing with potential who is quickly closing the gap.,all,12,2022-03-18T19:33:11+0000,News
2598,World,By Chris Buckley,Defying China’s Censors to Urge Beijing to Denounce Russia’s War,"A persistent minority of Chinese scholars, journalists and citizens is warning Beijing against the risks of supporting the invasion of Ukraine.",all,1,2022-03-18T19:46:50+0000,News
2599,Business Day,By William P. Davis,Stocks notch their best week since November 2020.,Some of the pressures that had combined to sour once-ebullient markets seemed to be easing.,all,,2022-03-18T20:15:03+0000,News
2600,Sports,By Jenny Vrentas and Emmanuel Morgan,Deshaun Watson Agrees to Trade to the Cleveland Browns,The former quarterback of the Houston Texans missed last season as he faced a criminal investigation and lawsuits involving sexual misconduct. A grand jury last week declined to charge him.,all,12,2022-03-18T20:18:26+0000,News
2601,World,By David E. Sanger and Edward Wong,Biden Warns China of ‘Consequences’ if It Aids Russia in Ukraine War,"President Biden told China’s leader, Xi Jinping, there would be consequences if Beijing gave material support to Russia, implying that the United States could impose sanctions on China.",all,7,2022-03-18T20:39:29+0000,News
2602,U.S.,By John Ismay,Ukraine Is Wrecking Russian Tanks With a Gift From Britain,"The NLAW antitank missile weighs about half as much as an American-made Javelin, costs far less and can be easily discarded after use.",all,9,2022-03-18T20:52:43+0000,News
2603,Arts,By Katharine Q. Seelye,"Peter Bowles, Actor in ‘To the Manor Born,’ Dies at 85","In a six-decade career in TV, film and onstage, he played comedy and drama, hapless heroes and villains, often with the air of the archetypal English gent.",all,29,2022-03-18T21:03:07+0000,Obituary (Obit)
2604,World,"By Carlotta Gall, Andrew E. Kramer, Yousur Al-Hlou, Masha Froliak, Brent McDonald, Mark Boyer and Benjamin Foley",Kyiv’s Suburbs Become Unlikely Front Line of Ukraine War,"With savage artillery exchanges, the areas on the outskirts of the capital are the scenes of seesaw battles that have stalled the Russian advance for now.",all,1,2022-03-18T21:09:08+0000,News
2605,Briefing,By Carole Landry,Biden Warns China,"In a two-hour call, the president told Xi Jinping there would be “consequences” if China provides aid to Russia.",all,,2022-03-18T21:31:53+0000,News
2606,Business Day,By Richard Sandomir,"Av Westin, Newsman Behind ABC’s ‘20/20,’ Dies at 92","After nearly 20 years at CBS News, he went to a rival network and helped turn its answer to “60 Minutes” into a frequent Emmy Award winner.",all,21,2022-03-18T21:35:52+0000,Obituary (Obit)
2607,U.S.,By Giulia Heyward,Fatal Texas Wildfire Forces Evacuations and Destroys 50 Homes,"The Eastland Complex fire has killed one person and burned more than 45,000 acres in the central part of the state, officials said.",all,16,2022-03-18T21:45:42+0000,News
2608,Briefing,By Jonathan Wolfe and Nancy Wartik,Back-to-Office Carrots and Sticks,"Some companies are wooing workers, but not all.",all,,2022-03-18T22:23:50+0000,News
2609,U.S.,By Isabella Grullón Paz,6 Injured as Powerful Storms Tear Through the South,"A violent storm damaged nine mobile homes in Atmore, Ala. “It looked like all the trailers just exploded,” a sheriff said of the scene.",all,,2022-03-18T22:25:36+0000,News
2610,Sports,By Adam Zagoria,"After Vanquishing Basketball Royalty, St. Peter’s Celebrates","The small Jesuit university in Jersey City is in high spirits after eliminating Kentucky, a basketball blue blood, from the N.C.A.A. men’s tournament.",all,7,2022-03-18T22:25:39+0000,News
2611,Business Day,By Tara Siegel Bernard,Credit Companies Will Remove Stains From Repaid Medical Debts,"Debts that are paid off after they go to collections will be removed, instead of staying on credit reports for up to seven years, Equifax, Experian and TransUnion announced.",all,4,2022-03-18T22:33:35+0000,News
2612,Sports,By Scott Miller,Texas Tech’s Unusual Defense Stifles Montana State,The Red Raiders blew out the Bobcats in the round of 64 in the N.C.A.A. men’s basketball tournament.,all,9,2022-03-18T22:36:30+0000,News
2613,World,By Jack Nicas,Brazil Blocks Telegram Over Disinformation Concerns,The Brazilian Supreme Court has vowed to fight disinformation ahead of this year’s presidential elections. Banning the popular messaging app is its most drastic step yet.,all,11,2022-03-18T22:48:48+0000,News
2614,U.S.,By Leah Askarinam and Blake Hounshell,"Politics Still Pushes Buttons. This One Sold for $185,850.",The political button business has been booming. A Cox/Roosevelt campaign button from 1920 was auctioned for a six-figure sum this week.,all,,2022-03-18T23:00:07+0000,News
2615,Sports,By Tyler Kepner,Justin Verlander Is Nowhere Near Done,"“Can I do that? Yeah,” Verlander said, matter-of-factly, when asked about reaching 300 wins. It would be unwise to bet against this “aberration” among modern pitchers.",all,12,2022-03-18T23:00:26+0000,News
2616,U.S.,By Maria Cramer,"Trump Campaign Owes $300,000 in Legal Fees After Another Failed NDA Case",The award stems from an arbitration claim that was dismissed in part because of the “vague and unenforceable” provisions of a nondisclosure agreement.,all,,2022-03-18T23:03:16+0000,News
2617,World,By Matt Richtel,Researchers find an ongoing commitment to pandemic behaviors. They call it ‘long social distancing.’,"Throughout the pandemic, many people in the United States desperately hoped for an end to mask wearing, isolation from friends and co-workers, and six feet of social distance. Others not so much.",all,,2022-03-18T23:05:32+0000,News
2618,U.S.,By Katie Benner,Justice Dept. to Expand Training Offered to Local Law Enforcement,The announcement comes as the administration has sought to fulfill a key part of President Biden’s legislative agenda.,all,13,2022-03-18T23:07:53+0000,News
2619,Technology,By David McCabe,D.C. Suit Accusing Amazon of Controlling Prices Is Thrown Out,"The attorney general for the District of Columbia said Amazon made merchants on its site sell at the lowest price they charged on the web, resulting in higher prices overall.",all,4,2022-03-18T23:14:09+0000,News
2620,U.S.,By Shane Goldmacher,Dr. Oz’s Heritage Is Targeted as Rivals Vie for Trump Backing,The Senate candidate’s Turkish background has emerged as a focus of David McCormick’s attacks in Pennsylvania’s G.O.P. primary.,all,1,2022-03-18T23:32:54+0000,News
2621,Technology,By Daisuke Wakabayashi,Lawsuit Accuses Google of Bias Against Black Employees,The lawsuit echoes many of the complaints Black employees have expressed over the years about working at the company.,all,4,2022-03-18T23:58:29+0000,News
2622,Business Day,By Coral Murphy Marcos,Speeches by the Fed chair and a measure of consumer sentiment: the week in business.,,all,,2022-03-19T00:27:04+0000,News
2623,Science,By Kenneth Chang,Russia’s astronauts enter the space station in yellow and blue flight suits.,It was unclear why the Russian astronauts wore suits the same color as the Ukrainian flag.,all,,2022-03-19T00:51:31+0000,News
2624,Business Day,By Coral Murphy Marcos,Texas Lawmaker Warns Citigroup Against Paying for Out-of-State Abortions,A state representative threatened to introduce legislation that would bar local governments from doing business with companies that had such policies.,all,2,2022-03-19T01:32:30+0000,News
2625,Crosswords & Games,By Caitlin Lovinger,Hootenanny,Ryan McCarty’s Saturday puzzle do-si-does a number on us.,all,,2022-03-19T02:00:05+0000,News
2626,Obituaries,By Robert D. McFadden,"Don Young, Alaska Congressman and Dean of the House, Dies at 88","Mr. Young, who was first elected in 1973, during the Nixon administration, became the longest-serving Republican in House history in 2019.",all,29,2022-03-19T02:03:18+0000,News
2627,World,By The Associated Press,Assad Visits U.A.E. in Latest Sign of Re-engagement,It was the long-shunned Syrian leader’s first trip to an Arab country since his nation’s civil war erupted in 2011.,all,,2022-03-19T02:46:05+0000,News
2628,U.S.,By Victoria Kim,Los Angeles schools will stop requiring masks in an agreement with the teachers’ union.,"The nation’s second-largest public school district, which had held out even after the state dropped its mandate, will continue to strongly recommend masks in classrooms.",all,,2022-03-19T03:44:47+0000,News
2629,Sports,"By Alan Blinder, Adam Zagoria and Scott Miller","Men’s N.C.A.A. Tournament: St. Peter’s, Gonzaga Survive; Baylor Out","North Carolina upset Baylor, the reigning champion and the first No. 1 seed to be bounced from this tournament. St. Peter’s, a No. 15 seed, also made the round of 16 with a win over Murray State.",all,,2022-03-19T04:01:09+0000,News
2630,Sports,"By Alanis Thames, Remy Tumin and Natalie Weiner",N.C.A.A. Women’s Tournament: UConn Handles Mercer; Belmont Upsets Oregon,Second-seeded Connecticut got a balanced effort and 12 points in 25 minutes from the star guard Paige Bueckers. Belmont became the sixth double-digit seed to advance to the second round this year.,all,33,2022-03-19T04:01:17+0000,News
2631,Corrections,,"Corrections: March 19, 2022","Corrections that appeared in print on Saturday, March 19, 2022.",all,15,2022-03-19T04:10:28+0000,Correction
2632,Today’s Paper,,Quotation of the Day: Prolonged Grief Is Declared a Mental Disorder,"Quotation of the Day for Saturday, March 19, 2022.",all,3,2022-03-19T04:22:53+0000,Quote
2633,U.S.,By Sheryl Gay Stolberg,"One Year In, Biden’s Health Secretary Seeks a Reboot","A lawyer by training, Xavier Becerra helped draft the Affordable Care Act as a congressman, but he is not steeped in infectious disease. His tenure will be defined by how he handles the fallout from Covid-19.",all,16,2022-03-19T07:00:08+0000,News
2634,New York,By Patrick McGeehan,Utility Bills Piled Up During the Pandemic. Will Shut-offs Follow?,"Moratoriums have expired on turning off utilities for customers who have failed to pay their bills, prompting fears that thousands could be left in the dark.",all,15,2022-03-19T07:00:08+0000,News
2635,Books,By Brigitte Fielder,‘Give the Children the Poems and Stories of Their Own People’,A reading list hints at the richness and breadth of African American children’s writing before Brown v. Board of Education.,all,18,2022-03-19T09:00:07+0000,News
2636,Travel,By Paige McClanahan,Can Travel Be a Force for Peace? This Tour Leader Thinks So.,"‘We tend to think of travel in terms of distance, but I think travel is really a lifestyle, a state of mind,’ says Aziz Abu Sarah of Mejdi Tours, which explores both sides of longstanding conflicts in places like Belfast and Jerusalem.",all,,2022-03-19T09:00:08+0000,News
2637,Style,By Steven Kurutz,"Need a Covid Test? Here’s One, and Take Another.","Once hard to find, at-home test kits are easily available, and you may have more than you need — for now.",all,4,2022-03-19T09:00:13+0000,News
2638,World,By Abdi Latif Dahir,‘They Keep Killing Us’: Violence Rages in Sudan’s Darfur Two Decades On,The resurgence of ethnically motivated attacks in the country’s restive western region has led to enormous displacement and a growing humanitarian crisis.,all,8,2022-03-19T09:00:16+0000,News
2639,Climate,By David Gelles and Lisa Friedman,There’s a Messaging Battle Right Now Over America’s Energy Future,Climate scientists and fossil fuel executives use the same terms when they talk about an energy transition. But they mean starkly different things.,all,25,2022-03-19T09:00:16+0000,News
2640,U.S.,By Miriam Jordan,Ukrainians Are Trickling Into the U.S. to Warm Welcomes,"Pressure is building on the Biden administration to speed up admissions for Ukrainian refugees, but some are already making their way to the United States.",all,17,2022-03-19T09:00:16+0000,News
